Link do jogo,Nome do Jogo,Preço com desconto,Desconto aplicado,Avaliação do jogo,Data de Lançamento,Data de Fim da promoção
https://store.steampowered.com/app/1689910/?curator_clanid=4777282&utm_source=SteamDB,Dōkyūsei: Bangin' Summer,"R$ 15,19",-60%,88.90%,Apr 2022,
https://store.steampowered.com/app/2797340/?curator_clanid=4777282&utm_source=SteamDB,Cat God Ranch,"R$ 29,69",-10%,88.83%,Sep 2024,
https://store.steampowered.com/app/1920780/?curator_clanid=4777282&utm_source=SteamDB,Stray Gods: The Roleplaying Musical,"R$ 62,29",-30%,88.71%,Aug 2023,
https://store.steampowered.com/app/1104660/?curator_clanid=4777282&utm_source=SteamDB,MO:Astray,"R$ 8,69",-70%,88.63%,Oct 2019,
https://store.steampowered.com/app/1299320/?curator_clanid=4777282&utm_source=SteamDB,Midnight Castle Succubus DX,"R$ 18,82",-30%,88.59%,Sep 2020,
https://store.steampowered.com/app/1337520/?curator_clanid=4777282&utm_source=SteamDB,Risk of Rain Returns,"R$ 35,24",-25%,88.41%,Nov 2023,
https://store.steampowered.com/app/357190/?curator_clanid=4777282&utm_source=SteamDB,ULTIMATE MARVEL VS. CAPCOM 3,"R$ 16,49",-70%,88.40%,Mar 2017,
https://store.steampowered.com/app/852480/?curator_clanid=4777282&utm_source=SteamDB,Snow Daze: The Music of Winter Special Edition,"R$ 14,48",-30%,88.35%,Oct 2018,
https://store.steampowered.com/app/374190/?curator_clanid=4777282&utm_source=SteamDB,Infernax,"R$ 40,19",-33%,88.32%,Feb 2022,
https://store.steampowered.com/app/851670/?curator_clanid=4777282&utm_source=SteamDB,LUMINES REMASTERED,"R$ 8,69",-70%,88.24%,Jun 2018,
https://store.steampowered.com/app/1384160/?curator_clanid=4777282&utm_source=SteamDB,GUILTY GEAR -STRIVE-,"R$ 86,99",-50%,88.00%,Jun 2021,
https://store.steampowered.com/app/1034900/?curator_clanid=4777282&utm_source=SteamDB,Blaster Master Zero,"R$ 17,74",-50%,87.90%,Jun 2019,
https://store.steampowered.com/app/625980/?curator_clanid=4777282&utm_source=SteamDB,Yomawari: Midnight Shadows,"R$ 11,99",-80%,87.76%,Oct 2017,
https://store.steampowered.com/app/2923390/?curator_clanid=4777282&utm_source=SteamDB,Clothing Store Simulator,"R$ 29,99",-25%,87.72%,Jun 2024,
https://store.steampowered.com/app/45760/?curator_clanid=4777282&utm_source=SteamDB,Ultra Street Fighter® IV,"R$ 7,79",-87%,87.71%,Aug 2014,
https://store.steampowered.com/app/1121640/?curator_clanid=4777282&utm_source=SteamDB,The Wandering Village,"R$ 35,61",-25%,87.61%,Sep 2022,
https://store.steampowered.com/app/20900/?curator_clanid=4777282&utm_source=SteamDB,The Witcher: Enhanced Edition Director's Cut,"R$ 2,54",-85%,87.56%,Sep 2008,
https://store.steampowered.com/app/234670/?curator_clanid=4777282&utm_source=SteamDB,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,"R$ 19,97",-75%,87.44%,Oct 2013,
https://store.steampowered.com/app/2639100/?curator_clanid=4777282&utm_source=SteamDB,Inari,"R$ 37,59",-20%,87.30%,Sep 2024,
https://store.steampowered.com/app/2607060/?curator_clanid=4777282&utm_source=SteamDB,From Glory To Goo,"R$ 23,96",-20%,87.19%,Apr 2024,
https://store.steampowered.com/app/1065180/?curator_clanid=4777282&utm_source=SteamDB,Azure Striker Gunvolt 2,"R$ 15,19",-60%,87.06%,Jun 2020,
https://store.steampowered.com/app/367500/?curator_clanid=4777282&utm_source=SteamDB,Dragon's Dogma: Dark Arisen,"R$ 11,99",-84%,87.04%,Jan 2016,
https://store.steampowered.com/app/767930/?curator_clanid=4777282&utm_source=SteamDB,Assault Spy,"R$ 11,99",-80%,86.93%,Oct 2018,
https://store.steampowered.com/app/2258770/?curator_clanid=4777282&utm_source=SteamDB,The Shell Part I: Inferno,"R$ 41,99",-30%,86.87%,Jul 2023,
https://store.steampowered.com/app/1477810/?curator_clanid=4777282&utm_source=SteamDB,Robolife-Days with Aino,"R$ 20,29",-30%,86.86%,Jun 2021,
https://store.steampowered.com/app/1352930/?curator_clanid=4777282&utm_source=SteamDB,HAAK,"R$ 20,99",-40%,86.82%,Aug 2022,
https://store.steampowered.com/app/281990/?curator_clanid=4777282&utm_source=SteamDB,Stellaris,"R$ 35,99",-75%,86.81%,May 2016,
https://store.steampowered.com/app/973760/?curator_clanid=4777282&utm_source=SteamDB,Thronebreaker: The Witcher Tales,"R$ 11,19",-80%,86.75%,Nov 2018,
https://store.steampowered.com/app/527230/?curator_clanid=4777282&utm_source=SteamDB,For The King,"R$ 7,59",-80%,86.72%,Apr 2018,
https://store.steampowered.com/app/303680/?curator_clanid=4777282&utm_source=SteamDB,FATE: The Traitor Soul,"R$ 8,29",-50%,86.72%,Sep 2009,
https://store.steampowered.com/app/1353920/?curator_clanid=4777282&utm_source=SteamDB,High School Odyssey,"R$ 13,01",-30%,86.68%,Nov 2023,
https://store.steampowered.com/app/495280/?curator_clanid=4777282&utm_source=SteamDB,Disgaea 2 PC,"R$ 11,99",-80%,86.66%,Jan 2017,
https://store.steampowered.com/app/249680/?curator_clanid=4777282&utm_source=SteamDB,Marlow Briggs and the Mask of Death,"R$ 2,09",-80%,86.57%,Sep 2013,
https://store.steampowered.com/app/579180/?curator_clanid=4777282&utm_source=SteamDB,Ys VIII: Lacrimosa of DANA,"R$ 37,79",-65%,86.57%,Apr 2018,
https://store.steampowered.com/app/704850/?curator_clanid=4777282&utm_source=SteamDB,Thief Simulator,"R$ 5,99",-90%,86.51%,Nov 2018,
https://store.steampowered.com/app/1243850/?curator_clanid=4777282&utm_source=SteamDB,This Bed We Made,"R$ 44,39",-40%,86.33%,Nov 2023,
https://store.steampowered.com/app/1586700/?curator_clanid=4777282&utm_source=SteamDB,MARSUPILAMI - HOOBADVENTURE,"R$ 5,29",-90%,86.31%,Nov 2021,
https://store.steampowered.com/app/24880/?curator_clanid=4777282&utm_source=SteamDB,The Saboteur™,"R$ 24,50",-50%,86.28%,Mar 2024,
https://store.steampowered.com/app/353640/?curator_clanid=4777282&utm_source=SteamDB,Train Valley,"R$ 2,99",-85%,86.25%,Sep 2015,
https://store.steampowered.com/app/1242980/?curator_clanid=4777282&utm_source=SteamDB,KeyWe,"R$ 16,14",-66%,86.21%,Aug 2021,
https://store.steampowered.com/app/1231880/?curator_clanid=4777282&utm_source=SteamDB,"Haiku, the Robot","R$ 18,99",-50%,86.15%,Apr 2022,
https://store.steampowered.com/app/1032670/?curator_clanid=4777282&utm_source=SteamDB,FOCUS on YOU,"R$ 22,64",-70%,86.13%,Jul 2019,
https://store.steampowered.com/app/1434950/?curator_clanid=4777282&utm_source=SteamDB,HighFleet,"R$ 37,69",-35%,86.05%,Jul 2021,
https://store.steampowered.com/app/283160/?curator_clanid=4777282&utm_source=SteamDB,House of the Dying Sun,"R$ 11,09",-70%,86.01%,Nov 2016,
https://store.steampowered.com/app/870780/?curator_clanid=4777282&utm_source=SteamDB,Control Ultimate Edition,"R$ 25,80",-80%,85.96%,Aug 2020,
https://store.steampowered.com/app/868520/?curator_clanid=4777282&utm_source=SteamDB,killer7,"R$ 14,99",-75%,85.88%,Nov 2018,
https://store.steampowered.com/app/351940/?curator_clanid=4777282&utm_source=SteamDB,The Descendant,"R$ 2,79",-90%,85.84%,Mar 2016,
https://store.steampowered.com/app/2207490/?curator_clanid=4777282&utm_source=SteamDB,Factory Town Idle,"R$ 8,49",-50%,85.72%,Jan 2024,
https://store.steampowered.com/app/1170760/?curator_clanid=4777282&utm_source=SteamDB,XIII - Classic,"R$ 3,99",-90%,85.67%,Nov 2003,
https://store.steampowered.com/app/362930/?curator_clanid=4777282&utm_source=SteamDB,Garfield Kart,"R$ 2,09",-80%,85.58%,Nov 2013,
https://store.steampowered.com/app/543870/?curator_clanid=4777282&utm_source=SteamDB,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,"R$ 19,97",-75%,85.48%,Aug 2017,
https://store.steampowered.com/app/1330470/?curator_clanid=4777282&utm_source=SteamDB,F.I.S.T.: Forged In Shadow Torch,"R$ 31,49",-65%,85.33%,Oct 2021,
https://store.steampowered.com/app/2096610/?curator_clanid=4777282&utm_source=SteamDB,Crysis 3 Remastered,"R$ 28,49",-50%,85.33%,Nov 2022,
https://store.steampowered.com/app/803600/?curator_clanid=4777282&utm_source=SteamDB,Disgaea 5 Complete,"R$ 26,99",-75%,85.13%,Oct 2018,
https://store.steampowered.com/app/223810/?curator_clanid=4777282&utm_source=SteamDB,Ys I & II Chronicles+,"R$ 8,39",-70%,85.08%,Feb 2013,
https://store.steampowered.com/app/1247360/?curator_clanid=4777282&utm_source=SteamDB,Grand Mountain Adventure: Wonderlands,"R$ 11,39",-70%,85.06%,Mar 2022,
https://store.steampowered.com/app/251270/?curator_clanid=4777282&utm_source=SteamDB,Corpse Party,"R$ 8,39",-70%,84.91%,Apr 2016,
https://store.steampowered.com/app/697650/?curator_clanid=4777282&utm_source=SteamDB,The 25th Ward: The Silver Case,"R$ 11,99",-80%,84.82%,Mar 2018,
https://store.steampowered.com/app/1668530/?curator_clanid=4777282&utm_source=SteamDB,The Legend of Nayuta: Boundless Trails,"R$ 75,59",-30%,84.81%,Dec 2021,
https://store.steampowered.com/app/1167450/?curator_clanid=4777282&utm_source=SteamDB,DAEMON X MACHINA,"R$ 37,59",-60%,84.65%,Feb 2020,
https://store.steampowered.com/app/405900/?curator_clanid=4777282&utm_source=SteamDB,Disgaea PC,"R$ 11,99",-80%,84.36%,Feb 2016,
https://store.steampowered.com/app/515260/?curator_clanid=4777282&utm_source=SteamDB,Virtual Rides 3 - Funfair Simulator,"R$ 22,19",-70%,84.00%,Mar 2017,
https://store.steampowered.com/app/1724770/?curator_clanid=4777282&utm_source=SteamDB,Castle Of Alchemists,"R$ 6,74",-55%,83.99%,May 2023,
https://store.steampowered.com/app/1866430/?curator_clanid=4777282&utm_source=SteamDB,Rhapsody: A Musical Adventure,"R$ 35,99",-40%,83.97%,Aug 2022,
https://store.steampowered.com/app/609110/?curator_clanid=4777282&utm_source=SteamDB,Blazing Chrome,"R$ 14,17",-70%,83.91%,Jul 2019,
https://store.steampowered.com/app/303690/?curator_clanid=4777282&utm_source=SteamDB,FATE: The Cursed King,"R$ 8,29",-50%,83.78%,Nov 2014,
https://store.steampowered.com/app/1233880/?curator_clanid=4777282&utm_source=SteamDB,Disgaea 4 Complete+,"R$ 32,39",-70%,83.73%,Sep 2020,
https://store.steampowered.com/app/1109840/?curator_clanid=4777282&utm_source=SteamDB,Réussir : Code de la Route - Nouvelle Édition (French Highway Code),"R$ 3,99",-90%,83.06%,Nov 2019,
https://store.steampowered.com/app/1074030/?curator_clanid=4777282&utm_source=SteamDB,Melon Journey: Bittersweet Memories,"R$ 14,09",-70%,82.85%,Apr 2023,
https://store.steampowered.com/app/1114290/?curator_clanid=4777282&utm_source=SteamDB,Windjammers 2,"R$ 26,99",-55%,82.44%,Jan 2022,
https://store.steampowered.com/app/1074080/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA Peach Ball,"R$ 17,39",-70%,82.38%,Aug 2019,
https://store.steampowered.com/app/865360/?curator_clanid=4777282&utm_source=SteamDB,We Were Here Together,"R$ 15,95",-62%,82.36%,Oct 2019,
https://store.steampowered.com/app/1003890/?curator_clanid=4777282&utm_source=SteamDB,Blacksad: Under the Skin,"R$ 12,47",-75%,82.28%,Nov 2019,
https://store.steampowered.com/app/333980/?curator_clanid=4777282&utm_source=SteamDB,AKIBA'S TRIP: Undead ＆ Undressed,"R$ 15,19",-60%,82.17%,May 2015,
https://store.steampowered.com/app/778390/?curator_clanid=4777282&utm_source=SteamDB,Corpse Party: Book of Shadows,"R$ 14,49",-50%,82.02%,Oct 2018,
https://store.steampowered.com/app/543260/?curator_clanid=4777282&utm_source=SteamDB,Wonder Boy: The Dragon's Trap,"R$ 17,99",-70%,81.75%,Jun 2017,
https://store.steampowered.com/app/2258500/?curator_clanid=4777282&utm_source=SteamDB,CRYMACHINA,"R$ 105,30",-35%,81.69%,Oct 2023,
https://store.steampowered.com/app/374040/?curator_clanid=4777282&utm_source=SteamDB,Portal Knights,"R$ 11,09",-70%,81.67%,May 2017,
https://store.steampowered.com/app/1058320/?curator_clanid=4777282&utm_source=SteamDB,Toki,"R$ 3,79",-90%,81.17%,Jun 2019,
https://store.steampowered.com/app/1904790/?curator_clanid=4777282&utm_source=SteamDB,Agatha Christie - Murder on the Orient Express,"R$ 43,19",-60%,81.17%,Oct 2023,
https://store.steampowered.com/app/778400/?curator_clanid=4777282&utm_source=SteamDB,Corpse Party: Sweet Sachiko's Hysteric Birthday Bash,"R$ 15,19",-60%,81.06%,Apr 2019,
https://store.steampowered.com/app/981770/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA Reflexions,"R$ 6,20",-70%,81.05%,Jun 2019,
https://store.steampowered.com/app/1998330/?curator_clanid=4777282&utm_source=SteamDB,Yomawari: Lost in the Dark,"R$ 49,99",-50%,81.03%,Oct 2022,
https://store.steampowered.com/app/1732060/?curator_clanid=4777282&utm_source=SteamDB,Makai Kingdom: Reclaimed and Rebound,"R$ 35,99",-40%,80.94%,May 2022,
https://store.steampowered.com/app/214590/?curator_clanid=4777282&utm_source=SteamDB,Fairy Bloom Freesia,"R$ 6,39",-60%,80.70%,Oct 2012,
https://store.steampowered.com/app/1942010/?curator_clanid=4777282&utm_source=SteamDB,Vengeful Guardian: Moonrider,"R$ 34,11",-35%,80.70%,Jan 2023,
https://store.steampowered.com/app/1805480/?curator_clanid=4777282&utm_source=SteamDB,Like a Dragon: Ishin!,"R$ 89,98",-70%,80.66%,Feb 2023,
https://store.steampowered.com/app/503940/?curator_clanid=4777282&utm_source=SteamDB,Railway Empire,"R$ 26,06",-72%,80.61%,Jan 2018,
https://store.steampowered.com/app/1998340/?curator_clanid=4777282&utm_source=SteamDB,Labyrinth of Galleria: The Moon Society,"R$ 80,99",-40%,80.42%,Feb 2023,
https://store.steampowered.com/app/864540/?curator_clanid=4777282&utm_source=SteamDB,Fallback,"R$ 1,99",-90%,80.14%,Oct 2019,
https://store.steampowered.com/app/548840/?curator_clanid=4777282&utm_source=SteamDB,A Rose in the Twilight,"R$ 11,99",-80%,80.13%,Apr 2017,
https://store.steampowered.com/app/1502560/?curator_clanid=4777282&utm_source=SteamDB,The Smurfs - Mission Vileaf,"R$ 7,94",-85%,80.11%,Oct 2021,
https://store.steampowered.com/app/1744330/?curator_clanid=4777282&utm_source=SteamDB,No More Heroes 3,"R$ 37,79",-65%,79.65%,Oct 2022,
https://store.steampowered.com/app/409870/?curator_clanid=4777282&utm_source=SteamDB,Phantom Brave PC,"R$ 11,99",-80%,79.52%,Jul 2016,
https://store.steampowered.com/app/262280/?curator_clanid=4777282&utm_source=SteamDB,Dungeons 2,"R$ 22,25",-75%,79.30%,Apr 2015,
https://store.steampowered.com/app/2250600/?curator_clanid=4777282&utm_source=SteamDB,Disgaea 7: Vows of the Virtueless,"R$ 121,50",-25%,79.21%,Oct 2023,
https://store.steampowered.com/app/1233800/?curator_clanid=4777282&utm_source=SteamDB,Kandagawa Jet Girls,"R$ 22,64",-70%,79.16%,Aug 2020,
https://store.steampowered.com/app/985900/?curator_clanid=4777282&utm_source=SteamDB,Young Souls,"R$ 29,59",-60%,78.95%,Mar 2022,
https://store.steampowered.com/app/374900/?curator_clanid=4777282&utm_source=SteamDB,Agatha Christie - The ABC Murders,"R$ 4,19",-85%,78.77%,Feb 2016,
https://store.steampowered.com/app/1600370/?curator_clanid=4777282&utm_source=SteamDB,Not Tonight 2,"R$ 9,49",-75%,78.73%,Feb 2022,
https://store.steampowered.com/app/1380420/?curator_clanid=4777282&utm_source=SteamDB,Grow: Song of the Evertree,"R$ 41,56",-60%,78.69%,Nov 2021,
https://store.steampowered.com/app/1088710/?curator_clanid=4777282&utm_source=SteamDB,Yakuza 3 Remastered,"R$ 26,85",-70%,78.68%,Jan 2021,
https://store.steampowered.com/app/2295970/?curator_clanid=4777282&utm_source=SteamDB,UFO ROBOT GRENDIZER – The Feast of the Wolves,"R$ 43,19",-60%,78.40%,Nov 2023,
https://store.steampowered.com/app/465280/?curator_clanid=4777282&utm_source=SteamDB,Yesterday Origins,"R$ 2,89",-90%,78.32%,Nov 2016,
https://store.steampowered.com/app/46480/?curator_clanid=4777282&utm_source=SteamDB,Still Life,"R$ 2,39",-85%,78.23%,Jun 2005,
https://store.steampowered.com/app/696170/?curator_clanid=4777282&utm_source=SteamDB,SENRAN KAGURA Peach Beach Splash,"R$ 17,39",-70%,77.99%,Mar 2018,
https://store.steampowered.com/app/1350840/?curator_clanid=4777282&utm_source=SteamDB,Song Of The Prairie,"R$ 41,99",-30%,77.77%,Aug 2024,
https://store.steampowered.com/app/277110/?curator_clanid=4777282&utm_source=SteamDB,Return to Mysterious Island,"R$ 2,39",-85%,77.61%,Mar 2014,
https://store.steampowered.com/app/399810/?curator_clanid=4777282&utm_source=SteamDB,Call of Cthulhu®,"R$ 14,98",-80%,77.39%,Oct 2018,
https://store.steampowered.com/app/1471270/?curator_clanid=4777282&utm_source=SteamDB,Seablip,"R$ 32,89",-30%,77.33%,May 2024,
https://store.steampowered.com/app/276890/?curator_clanid=4777282&utm_source=SteamDB,FATE: Undiscovered Realms,"R$ 8,29",-50%,76.93%,Aug 2008,
https://store.steampowered.com/app/427680/?curator_clanid=4777282&utm_source=SteamDB,Zwei: The Arges Adventure,"R$ 8,69",-70%,76.89%,Jan 2018,
https://store.steampowered.com/app/1449320/?curator_clanid=4777282&utm_source=SteamDB,Alfred Hitchcock - Vertigo,"R$ 10,59",-80%,76.86%,Dec 2021,
https://store.steampowered.com/app/835700/?curator_clanid=4777282&utm_source=SteamDB,Alice - Behind the Mirror,"R$ 1,79",-60%,76.82%,Apr 2018,
https://store.steampowered.com/app/319450/?curator_clanid=4777282&utm_source=SteamDB,Chariot,"R$ 2,79",-90%,76.26%,Nov 2014,
https://store.steampowered.com/app/570950/?curator_clanid=4777282&utm_source=SteamDB,Devilated,"R$ 35,99",-40%,76.24%,Oct 2024,
https://store.steampowered.com/app/1027250/?curator_clanid=4777282&utm_source=SteamDB,The Alliance Alive HD Remastered,"R$ 21,59",-80%,76.20%,Jan 2020,
https://store.steampowered.com/app/566540/?curator_clanid=4777282&utm_source=SteamDB,Labyrinth of Refrain: Coven of Dusk,"R$ 26,99",-80%,76.20%,Sep 2018,
https://store.steampowered.com/app/1420290/?curator_clanid=4777282&utm_source=SteamDB,No More Heroes,"R$ 49,99",-50%,75.89%,Jun 2021,
https://store.steampowered.com/app/415150/?curator_clanid=4777282&utm_source=SteamDB,Pang Adventures,"R$ 6,59",-80%,75.72%,Apr 2016,
https://store.steampowered.com/app/1001800/?curator_clanid=4777282&utm_source=SteamDB,KUNAI,"R$ 13,12",-75%,75.62%,Feb 2020,
https://store.steampowered.com/app/2111170/?curator_clanid=4777282&utm_source=SteamDB,STORY OF SEASONS: A Wonderful Life,"R$ 64,99",-50%,75.20%,Jun 2023,
https://store.steampowered.com/app/252710/?curator_clanid=4777282&utm_source=SteamDB,The Last Express Gold Edition,"R$ 4,70",-80%,75.15%,Mar 1997,
https://store.steampowered.com/app/961620/?curator_clanid=4777282&utm_source=SteamDB,Flashback,"R$ 2,06",-90%,74.86%,Nov 2018,
https://store.steampowered.com/app/1702330/?curator_clanid=4777282&utm_source=SteamDB,Rune Factory 5,"R$ 43,19",-60%,74.78%,Jul 2022,
https://store.steampowered.com/app/420000/?curator_clanid=4777282&utm_source=SteamDB,Home Design 3D,"R$ 1,99",-90%,74.70%,Jan 2015,
https://store.steampowered.com/app/1963570/?curator_clanid=4777282&utm_source=SteamDB,Cuisineer,"R$ 55,99",-30%,74.67%,Nov 2023,
https://store.steampowered.com/app/2277320/?curator_clanid=4777282&utm_source=SteamDB,Necrosmith 2,"R$ 13,24",-50%,74.65%,Mar 2024,
https://store.steampowered.com/app/477870/?curator_clanid=4777282&utm_source=SteamDB,Yomawari: Night Alone,"R$ 11,99",-80%,74.60%,Oct 2016,
https://store.steampowered.com/app/409850/?curator_clanid=4777282&utm_source=SteamDB,Criminal Girls: Invite Only,"R$ 11,99",-80%,74.24%,Jan 2017,
https://store.steampowered.com/app/1573720/?curator_clanid=4777282&utm_source=SteamDB,Agatha Christie - Hercule Poirot: The First Cases,"R$ 7,94",-85%,73.70%,Sep 2021,
https://store.steampowered.com/app/320320/?curator_clanid=4777282&utm_source=SteamDB,Darkstone,"R$ 2,09",-80%,73.53%,Jul 1999,
https://store.steampowered.com/app/1888930/?curator_clanid=4777282&utm_source=SteamDB,The Last of Us™ Part I,"R$ 149,94",-40%,73.31%,Mar 2023,
https://store.steampowered.com/app/718590/?curator_clanid=4777282&utm_source=SteamDB,Dark Devotion,"R$ 14,99",-75%,73.18%,Apr 2019,
https://store.steampowered.com/app/887060/?curator_clanid=4777282&utm_source=SteamDB,Asterix & Obelix XXL 2,"R$ 5,29",-90%,73.13%,Nov 2018,
https://store.steampowered.com/app/522880/?curator_clanid=4777282&utm_source=SteamDB,PSYCHO-PASS: Mandatory Happiness,"R$ 11,99",-80%,72.98%,Apr 2017,
https://store.steampowered.com/app/2221490/?curator_clanid=4777282&utm_source=SteamDB,Tom Clancy’s The Division® 2,"R$ 42,49",-75%,72.89%,Jan 2023,
https://store.steampowered.com/app/824830/?curator_clanid=4777282&utm_source=SteamDB,Corpse Party: Blood Drive,"R$ 15,19",-60%,72.78%,Oct 2019,
https://store.steampowered.com/app/795760/?curator_clanid=4777282&utm_source=SteamDB,UPPERS,"R$ 14,49",-75%,72.61%,Oct 2020,
